launch_date,store_code,store_name,total_order,page,row_index,,ETL_Flag,Near to
,TS0,Testing Store,724,1,3,,,
31/10/25,A814,Rani Bazar Bikaner,26,1,4,,,
28/09/25,A885,Nokha Bikaner,209,1,6,,,
30/09/25,A917,Gandhi Nagar,157,1,8,,,
31/10/25,C021,Gajraula UP,120,1,10,,,
11/09/25,A764,Sarkanda Bilaspur,174,1,12,,,
05/09/25,A867,Ambikapur 2,226,1,14,,,
21/08/25,A825,Panipat 2 Haryana,119,1,16,,,
13/10/25,A944,Narnaul Haryana,124,1,18,,,
10/10/25,A982,Bhiwani Haryana,173,1,20,,,
26/12/23,A018,Mumbai Byculla,221,1,22,,,
15/01/24,A019,Chattisgarh,465,1,24,,,
08/01/24,A022,Kullu Bhuntar,234,1,26,,,
19/04/24,A032,Kolkata South,256,1,28,,,
24/01/24,A038,Vrindavan UP,207,1,30,,,
23/12/23,A040,New Gurgaon,260,1,32,,,
05/03/24,A055,Ranchi Booty More,199,1,34,,,
15/04/24,A061,Raipur Telibandha,258,1,36,,,
30/07/24,A066,Dhanbad Dhaiya,308,1,38,,,
14/03/24,A117,Patna Sipara,174,1,40,,,
30/10/24,A124,Daltonganj,248,1,42,,,
10/05/24,A138,Jamshedpur,235,1,44,,,
25/04/24,A139,Ranchi Pandra,327,1,46,,,
22/03/24,A142,Delhi Vijay Nagar,323,1,48,Valid,TRUE,Vishal Home
27/05/24,A154,Ambala Sector,312,1,50,,,
13/04/24,A164,Jamshedpur Mango,231,2,3,,,
21/05/24,A171,Patna Mainpura,166,2,5,,,
15/05/24,A174,Agra Paliwal Park,142,2,7,,,
13/08/24,A183,Ramgarh,213,2,9,,,
27/04/24,A186,Patna Doctor Colony,237,2,11,,,
21/05/24,A251,Jammu Talab,144,2,13,,,
07/11/24,A340,Pakur Jharkhand,152,2,15,,,
31/07/24,A353,Godda Nahar,236,2,17,,,
14/11/24,A450,Sehore Madhya,177,2,19,,,
28/01/25,A476,Jugsalai,277,2,21,,,
21/01/25,A542,Sahibganj Jharkhand,185,2,23,,,
10/05/25,B015,Nolambur Chennai,41,2,25,,,
17/04/21,T108,Tumbledry KPHB,138,2,27,,,
07/10/21,T157,Tumbledry SGPGI,185,2,29,,,
31/05/25,T159,Begumpet,138,2,31,,,
12/12/21,T168,Tumbledry Munger,327,2,33,,,
13/05/22,T176,Khagaria Bihar,179,2,35,,,
31/10/21,T186,Tumbledry,54,2,37,,,
17/06/22,T254,Ramavarapadu,87,2,39,,,
28/06/22,T255,Manish Nagar,58,2,41,,,
04/06/22,T263,Yelahanka 2,141,2,43,,,
16/06/22,T264,Pathankot Punjab,82,2,45,,,
22/04/23,T304,Jalgaon Maharashtra,153,2,47,,,
31/08/22,T310,Butibori Nagpur,86,2,49,,,
25/08/22,T315,Anisabad Patna,184,2,51,,,
17/08/22,T326,MDC Manimajra,113,2,53,,,
31/07/22,T328,Satellite 2,84,3,2,,,
22/10/22,T365,Padrauna,277,3,4,,,
11/12/23,T391,Rajarampuri,72,3,6,,,
22/11/22,T396,Barpeta Road,109,3,8,,,
21/10/22,T397,Old Ranipur Mode,290,3,10,,,
30/11/22,T424,Udaipur Tripura,143,3,12,,,
13/11/22,T436,Ausa Road Latur,239,3,14,,,
22/11/22,T446,Vijay Nagar Indore,74,3,16,,,
21/11/22,T464,Silchar Assam,181,3,18,,,
19/01/23,T492,Jalahalli Bangalore,206,3,20,,,
30/04/23,T510,MR10 Indrore,192,3,22,,,
10/02/23,T538,Churachandpur,86,3,24,,,
16/09/23,T549,Gulbarga 2,230,3,26,,,
27/09/23,T559,Mumbai Malad,21,3,28,,,
22/03/23,T575,Tinsukia Assam,144,3,30,,,
25/03/23,T576,Gomti Nagar,183,3,32,,,
20/02/23,T580,New Silchar Assam,145,3,34,,,
12/04/23,T588,Nerchowk Mandi,277,3,36,,,
17/04/23,T611,Chala Vapi Gujrat,257,3,38,,,
18/04/23,T612,RT Nagar Bangalore,98,3,40,,,
23/06/23,T615,Bariatu Ranchi,125,3,42,,,
10/05/23,T643,Mokokchung,186,3,44,,,
26/04/23,T654,Majiwada Thane,131,3,46,,,
22/04/23,T658,Nolambur Chennai,158,3,48,,,
14/07/23,T674,Ashok Nagar,124,3,50,,,
18/05/23,T675,Bahadurgarh,120,3,52,,,
26/05/23,T684,Navsari Gujarat,167,3,54,,,
29/08/23,T707,Jharkhand Giridih,128,4,3,,,
19/07/23,T713,Jammu Sainik,172,4,5,,,
18/05/23,T722,Thaltez Ahmedabad,91,4,7,,,
31/07/23,T745,Nagpur Beltarodi,295,4,9,,,
23/08/23,T752,Sodepur West,119,4,11,,,
28/09/23,T765,Rourkela Civil,330,4,13,,,
29/05/24,T769,Bihar Hajipur Vaishali,71,4,15,,,
07/11/23,T774,Nalanda Biharsharif,104,4,17,,,
20/11/23,T789,Satara Maharashtra,62,4,19,,,
25/10/23,T795,Kharmanghat,52,4,21,,,
31/10/23,T802,Haridevpur SOUTH,114,4,23,,,
30/09/23,T805,Hyderabad Alwal,215,4,25,,,
28/09/23,T813,Berhampur,113,4,27,,,
31/08/23,T834,Bangalore,162,4,29,,,
24/08/23,T842,Mumbai Borivali,250,4,31,,,
27/09/23,T844,Dewas Jawahar,68,4,33,,,
21/10/23,T855,Barasat North,322,4,35,,,
31/10/23,T871,Jamshedpur Dimna,123,4,37,,,
15/10/23,T877,Bihar Jehanabad,360,4,39,,,
30/10/23,T881,Srinagar Lal Bazar,162,4,41,,,
21/01/24,T892,kolkata Baguihati,245,4,43,,,
29/11/23,T895,Dhanbad Govindpur,167,4,45,,,
30/11/23,T898,Angul Urban,323,4,47,,,
11/11/23,T899,Roorkee Civil Lines,351,4,49,,,
22/01/24,T911,Pune Kiwale,148,4,51,,,
28/10/23,T918,Goa Kadamba,126,4,53,,,
26/12/23,T932,Kangra HP,250,5,2,,,
17/11/23,T958,Siliguri Sevoke,168,5,4,,,
12/12/23,T968,Bihar Saharsa,369,5,6,,,
30/07/24,T975,Jamshedpur Sonari,137,5,8,,,
27/11/23,T977,Mumbai Miraroad,214,5,10,,,
27/04/24,T980,Cuttack Phulnakhra,81,5,12,,,
20/05/24,T997,Delhi Shastri Nagar,247,5,14,Valid,TRUE,Vishal Home
12/08/19,TS14,tumbledry Paschim,77,5,16,,,
29/12/20,TS69,Azamgarh,457,5,18,,,
19/01/21,TS80,Tumbledry Dhanbad,354,5,20,,,
05/02/21,TS85,Tumbledry Moshi,281,5,22,,,
05/09/25,A182,Pune NarheAmbeG,83,5,24,,,
05/10/25,A833,Ayodhya Nagar,102,5,26,,,
10/10/25,C002,BEED LOCATION,246,5,28,,,
30/05/25,A008,Mumbai Kandivali,115,5,30,,,
08/05/24,A058,Olavakode Palakkad,198,5,32,,,
02/05/24,A069,Kochi Eroor,1,5,34,,,
11/06/24,A086,Trivandrum,224,5,36,,,
25/06/24,A131,Chennai Perambur,119,5,38,,,
27/05/24,A147,Tamilnadu Vellore,212,5,40,,,
31/10/25,A148,Bangalore,172,5,42,,,
24/04/24,A156,Hyderabad,120,5,44,,,
29/06/24,A158,Kannur Thalassery,118,5,46,,,
09/04/24,A160,Manglore Mudabidre,262,5,48,,,
30/09/24,A166,Bokaro Chas,127,5,50,,,
04/01/25,A169,Kannur Bhartiya,150,5,52,,,
29/06/24,A196,Mangalore Padeel,217,5,54,,,
05/09/24,A203,Manipur Senapati,71,6,3,,,
24/06/24,A210,Bangalore,215,6,5,,,
13/08/24,A212,Varanasi Maldahiya,251,6,7,,,
29/06/24,A229,Bangalore,225,6,9,,,
21/06/24,A231,Tamilnadu,79,6,11,,,
23/07/24,A250,Mahbubnagar,98,6,13,,,
30/09/24,A261,Palani Tamil Nadu,73,6,15,,,
31/08/24,A273,Keeranatham,207,6,17,,,
24/06/24,A282,Firozabad UP,6,6,19,,,
08/11/24,A291,Mukundopur West,189,6,21,,,
21/12/24,A294,Kismatpur,64,6,23,,,
25/06/24,A299,Etah UP,206,6,25,,,
01/01/25,A301,Burdwan WB,152,6,27,,,
28/05/25,A320,Bhawanipatna,93,6,29,,,
30/09/24,A343,Bilaspur Telipara,152,6,31,,,
16/11/24,A363,Mauranipur,2,6,33,,,
29/07/24,A366,Lucknow Chowk,383,6,35,,,
25/11/24,A372,Vijayapura Karnataka,168,6,37,,,
22/01/25,A373,Srikakulam AP,90,6,39,,,
11/11/24,A375,Chikkamagaluru,137,6,41,,,
01/01/25,A379,Karur Tamil Nadu,211,6,43,,,
16/04/25,A380,Dhemaji Assam,115,6,45,,,
27/12/24,A388,Hatia Ranchi,116,6,47,,,
26/09/24,A391,Bagalkot Navanagar,3,6,49,,,
27/11/24,A396,"Nadapuram, Calicut",124,6,51,,,
18/12/24,A401,Masaurhi Patna,109,6,53,,,
28/12/24,A404,Vikas Nagar Dehu,124,7,2,,,
05/03/25,A406,Shreerampore,181,7,4,,,
28/10/24,A410,Moradabad Budhi,127,7,6,,,
27/08/24,A412,Paratwada Amaravati,24,7,8,,,
11/01/25,A413,Dumra Sitamarhi,134,7,10,,,
25/09/24,A419,Tiruppur Palladam,46,7,12,,,
19/12/24,A422,Seraikela Jharkhand,167,7,14,,,
16/11/24,A423,Tanuku Andhra,140,7,16,,,
22/02/25,A428,Narasaraopet,97,7,18,,,
05/03/25,A431,Gopalganj Bihar,248,7,20,,,
22/02/25,A435,Masab Tank,227,7,22,,,
31/01/25,A436,Khairthal Rajasthan,93,7,24,,,
24/12/24,A442,Abohar Punjab,81,7,26,,,
09/10/24,A444,Chennai,200,7,28,,,
28/09/24,A453,Howrah-2 West,261,7,30,,,
29/08/24,A454,Kanpur Naubasta,163,7,32,,,
10/10/24,A463,Sasaram Bihar,383,7,34,,,
18/11/24,A475,Kanuru Vijayawada,114,7,36,,,
15/04/25,A486,"Mapusa, Goa",256,7,38,,,
12/02/25,A487,Ravet Pune,115,7,40,,,
02/09/24,A490,Prayagraj Lukarganj,178,7,42,,,
08/04/25,A497,Ananthpur AP,59,7,44,,,
04/02/25,A498,Robertsganj UP,222,7,46,,,
25/12/24,A508,Proddatur AP,78,7,48,,,
28/12/24,A510,Bijnor UP,128,7,50,,,
10/03/25,A514,Nagarbhavi,97,7,52,,,
29/01/25,A524,Siruseri Chennai,104,7,54,,,
13/01/25,A528,Balurghat West,205,8,3,,,
31/12/24,A538,Pallavaram Chennai,140,8,5,,,
31/01/25,A544,Balrampur,134,8,7,,,
18/12/24,A549,Bollaram Telangana,129,8,9,,,
09/01/25,A550,Champua Odisha,72,8,11,,,
11/02/25,A555,Awantipura Pulwama,63,8,13,,,
30/01/25,A558,"Pattambi, Palakkad",229,8,15,,,
05/03/25,A561,Tagore Park WB,120,8,17,,,
17/01/25,A572,Model Town Delhi,170,8,19,Valid,TRUE,KN3817
10/03/25,A603,Howrah 3 WB,44,8,21,,,
21/01/25,A624,Chandannagar,90,8,23,,,
27/02/25,A634,Moran Dibrugarh,1,8,25,,,
05/04/25,A638,NAUGACHIA,188,8,27,,,
28/03/25,A641,Bishnupur West,284,8,29,,,
12/03/25,A642,Khetrajpur,69,8,31,,,
14/02/25,A643,"Dholka, Gujrat",32,8,33,,,
26/03/25,A671,Rasra UP,146,8,35,,,
30/04/25,A677,Chakardharpur,209,8,37,,,
15/05/25,A691,Orai Jalaun,126,8,39,,,
29/03/25,A694,Bhabua Bihar,340,8,41,,,
29/04/25,A700,Guruvayoor Thrissur,17,8,43,,,
17/05/25,A723,SIKAR RAJASTHAN,218,8,45,,,
23/04/25,A737,Ambawadi,72,8,47,,,
26/07/25,A738,Vijayapura 2,13,8,49,,,
07/05/23,T582,Gomti Nagar,88,8,51,,,
13/10/23,T835,Atchutapuram,66,8,53,,,
26/11/23,T897,Bihar Aurangabad,26,9,2,,,
11/12/23,T902,Bharaich Uttar,131,9,4,,,
31/12/24,T967,Bankura West,291,9,6,,,
26/03/25,T999,Chennai Chrompet,301,9,8,,,
11/11/25,A770,Shivpuri Madhya,13,9,10,,,
31/10/25,A783,Sagar MP,203,9,12,,,
13/09/25,A995,Chhindwara MP,308,9,14,,,
22/08/25,A614,Jajpur Odisha,148,9,16,,,
21/07/25,A759,Nayagarh,56,9,18,,,
10/10/25,A949,Sant Nagar,139,9,20,,,
25/09/25,A400,Nagaram Telangana,156,9,22,,,
31/10/25,A895,HAYATH NAGAR,46,9,24,,,
23/09/25,A654,Villiapally Vadakara,99,9,26,,,
17/10/25,A901,Chelannur Calicut,142,9,28,,,
12/11/25,A930,Kakkodi Parambil,34,9,30,,,
06/02/25,A696,Supermart Gurugram,580,9,32,,,
25/02/25,A717,Qutub Plaza,404,9,34,,,
04/02/21,T105,M3M Urbana,391,9,36,,,
13/04/21,T137,Palam Vihar,272,9,38,,,
09/07/22,TS62,COCO Warehouse,949,9,40,,,
31/10/25,A865,Chittorgarh City,97,9,42,,,
27/10/25,C014,Sector 11 Udaipur,102,9,44,,,
13/09/25,A185,KATARGAM Surat,69,9,46,,,
22/08/25,A778,Sargasan,268,9,48,,,
26/09/25,A979,Gondal Gujarat,72,9,50,,,
22/09/25,A945,PALAVA PHASE,144,9,52,,,
11/11/25,T519,Airoli Navi Mumbai,147,9,54,,,
16/12/23,A012,Delhi Rohini Sector-3,3,10,3,Valid,TRUE,Vishal Home
27/08/24,A287,Purnia Gulabbag,149,10,5,,,
11/07/24,A288,Kishanganj Bihar,469,10,7,,,
05/07/24,A324,Patna Shastri,199,10,9,,,
31/07/24,A352,Muzaffarpur,252,10,11,,,
14/08/24,A360,Patna Bhootnath,255,10,13,,,
03/10/24,A458,Chandigarh 37C,333,10,15,,,
17/01/25,A534,FORBESGANJ,170,10,17,,,
21/06/25,A539,Kolathur Chennai,96,10,19,,,
31/12/24,A606,Jhanjharpur,295,10,21,,,
01/03/25,A668,Uttam Nagar,154,10,23,,,
29/04/25,A693,Tuticorin,92,10,25,,,
17/05/25,A817,Kirti Nagar,100,10,28,,,
20/08/25,B025,Karvenagar Pune,370,10,30,,,
15/09/25,B032,Shastri Nagar,119,10,32,,,
28/09/21,T120,Kasturba Nagar,336,10,34,,,
24/05/21,T125,Tumbledry Patiala,377,10,36,,,
07/12/21,T162,Tumbledry,153,10,38,,,
08/12/21,T185,Tumbledry Zirakpur,237,10,40,,,
29/12/21,T189,Tumble Dry Vaishali,126,10,42,,,
01/01/22,T191,Bejai Mangalore,279,10,44,,,
24/01/22,T208,Patna Gola Road,286,10,46,,,
16/04/22,T220,Rampur Uttar,269,10,48,,,
13/07/22,T229,Chingmeirong,242,10,50,,,
01/06/22,T241,Suncity Hyderabad,143,10,52,,,
16/05/22,T247,Wadala E Mumbai,445,10,54,,,
29/05/22,T257,Andheri West,272,11,3,,,
25/06/22,T258,RR Nagar Bengaluru,135,11,5,,,
27/06/22,T265,Sanpada Navi,222,11,7,,,
25/06/22,T277,Labbipet Vijayawada,168,11,9,,,
11/06/22,T290,C Scheme Jaipur,135,11,11,,,
19/01/23,T323,Hinga TPoint Nagpur,264,11,13,,,
26/09/22,T327,Sitapur,207,11,15,,,
30/09/22,T333,Civil Lines Bareilly,113,11,17,,,
29/09/22,T341,Vidya Nagar,172,11,19,,,
15/10/22,T350,Suncity Rohtak,149,11,21,,,
14/08/22,T352,Bani Park Jaipur,251,11,23,,,
19/09/22,T364,Dombivali Thane,118,11,25,,,
12/09/22,T382,Krishnagiri Hosur,134,11,27,,,
26/11/22,T385,Dugri Phase II,265,11,29,,,
31/08/22,T403,Vile Parle West,100,11,31,,,
20/10/22,T405,Kharar Punjab,247,11,33,,,
27/12/22,T422,Nagole Hyderabad,38,11,35,,,
25/11/22,T428,Thoripakkam,57,11,37,,,
09/10/22,T433,Rajendra Nagar,344,11,39,,,
17/04/23,T442,Alwarpet Chennai,65,11,41,,,
19/01/23,T457,Hebbal Mysore,319,11,43,,,
29/12/22,T479,Sakchi Jamshedpur,161,11,45,,,
28/12/22,T493,Rohit Nagar Bhopal,153,11,47,,,
30/12/22,T497,Hazaribagh,211,11,49,,,
27/03/23,T513,Devi Nagar Ballari,181,11,51,,,
06/03/23,T517,Sardarpura Jodhpur,382,11,53,,,
24/01/23,T518,Namchi Sikkim,180,12,2,,,
16/06/23,T521,Chinhat Lucknow,160,12,4,,,
13/02/23,T526,Saravanampatti,157,12,6,,,
15/02/23,T529,Kadavanthra Kerala,81,12,8,,,
28/03/23,T542,Model Colony,328,12,10,,,
25/01/23,T546,Durgapur West,157,12,12,,,
26/02/23,T555,Peelamedu,186,12,14,,,
25/10/23,T583,Bangalore Kengeri,113,12,16,,,
31/05/23,T584,Uttarahalli Bangalore,107,12,18,,,
26/02/23,T598,Mithapur Patna,204,12,20,,,
05/04/23,T607,Karve Nagar Pune,85,12,22,,,
30/04/23,T617,Dhantoli Nagpur,113,12,24,,,
27/03/23,T620,Dadabari Kota,234,12,26,,,
24/03/23,T626,Chaibasa Jharkhand,278,12,28,,,
12/06/23,T667,Bokaro Jharkhand,251,12,30,,,
14/07/23,T681,Hinjewadi Phase,214,12,32,,,
17/05/23,T690,Ulwe Panvel,313,12,34,,,
20/07/23,T695,Electronic City,298,12,36,,,
11/06/23,T702,Patna City,310,12,38,,,
04/09/23,T711,Pune Bhosaroi,181,12,40,,,
26/06/23,T741,Attapur Hyderabad,131,12,42,,,
12/07/23,T749,CBD Belapur Navi,200,12,44,,,
13/07/23,T750,Vile Parle East,276,12,46,,,
20/06/23,T756,Jaunpur,242,12,48,,,
25/07/23,T775,Jamui Bihar,376,12,50,,,
29/06/23,T787,Gorakhnath,256,12,52,,,
12/10/23,T793,Thrissur Mannuthy,287,12,54,,,
23/09/23,T796,Gorakhpur AIIMS,282,13,3,,,
18/08/23,T798,Madanapalle Andhra,116,13,5,,,
10/11/23,T810,Trivandrum Lulu,259,13,7,,,
29/11/23,T818,Mumbai Bhayandar,187,13,9,,,
29/09/23,T823,Bangalore,322,13,11,,,
20/11/23,T856,Goa Panjim,432,13,13,,,
28/12/23,T862,Trivandrum,261,13,15,,,
21/08/23,T863,Vadodara Alkapuri,204,13,17,,,
28/09/23,T872,Himachal Pradesh,216,13,19,,,
28/11/23,T873,Kochi Elamakkara,364,13,21,,,
05/10/23,T879,Palakkad Chandra,223,13,23,,,
21/11/23,T883,Trivandrum,218,13,25,,,
29/09/23,T884,Hyderabad,85,13,27,,,
30/11/23,T885,Mumbai Thane,297,13,30,,,
30/09/23,T890,Coimbatore,280,13,32,,,
31/10/23,T900,Chennai Palavakkam,59,13,34,,,
20/10/23,T912,Secunderabad,295,13,36,,,
31/10/23,T915,Coimbatore,212,13,38,,,
30/10/23,T920,Salem,199,13,40,,,
13/12/23,T943,Hamirpur New,506,13,42,,,
27/12/23,T950,Madurai Anna,114,13,44,,,
11/12/23,T979,Goa Colva,277,13,46,,,
04/07/20,TS46,Tumbledry Bhopal,138,13,48,,,
08/11/20,TS79,Tumbledry Pen,447,13,50,,,
04/10/25,A728,Thiruvalla Kerala,122,13,52,,,
07/10/25,A790,Chalad Kannur,68,13,54,,,
19/12/23,A000,Namakkal Salem,29,14,3,,,
06/01/24,A016,Bangalore,358,14,5,,,
30/03/24,A028,Mangalore Attavara,164,14,7,,,
12/06/24,A039,Madurai ByPass,114,14,9,,,
20/01/24,A049,Ichalkaranji,132,14,11,,,
29/02/24,A071,Bangalore,97,14,13,,,
30/03/24,A074,Bangalore Arekere,237,14,15,,,
03/05/24,A084,Chennai Ambattur,123,14,17,,,
